DATE,vw,ew
19300307,0.09,-0.09
19300308,0.81,1.58
19300310,0.92,0.98
19300311,0.77,1.57
19300312,-0.1,-0.25
19300313,0.33,0.18
19300314,-0.05,-0.03
19300315,0.29,0.13
19300317,1.54,1.25
19300318,1.46,1.87
19300319,0.39,0.64
19300320,-0.23,-0.42
19300321,0.5,0.37
19300322,-0.27,-0.11
19300324,1.65,2.23
19300325,-0.27,0.3
19300326,0.67,1.34
19300327,-0.46,1.0
19300328,0.16,-0.01
19300329,1.65,3.76
19300331,0.45,1.05
19300401,0.36,0.38
19300402,-0.4,-0.44
19300403,0.2,-0.07
19300404,0.33,0.56
19300405,-0.41,-0.28
19300407,0.13,0.13
19300408,-0.76,-0.47
19300409,0.9,0.76
19300410,0.16,0.37
19300411,-0.01,-0.06
19300412,0.0,-0.12
19300414,0.61,0.28
19300415,-0.51,-0.1
19300416,-0.83,-1.13
19300417,-0.2,0.58
19300421,-0.76,-0.34
19300422,-0.16,-0.39
19300423,0.36,0.4
19300424,0.23,-0.75
19300425,-0.4,-0.45
19300426,-0.24,0.54
19300428,-1.89,-2.05
19300429,-1.72,-1.96
19300430,1.19,1.11
19300501,-1.49,-0.53
19300502,-2.47,-2.36
19300503,-3.6,-3.77
19300505,-3.15,-3.67
19300506,4.41,4.69
19300507,-0.66,0.43
19300508,0.12,-0.25
19300509,0.91,0.95
19300510,0.69,1.07
19300512,0.24,0.53
19300513,1.05,0.92
19300514,0.29,-0.35
19300515,-0.72,0.42
19300516,0.27,-0.22
19300517,0.02,0.56
19300519,-1.45,-1.13
19300520,-0.59,-0.73
19300521,-0.08,-0.05
19300522,-0.07,0.0
19300523,0.6,0.36
19300524,0.39,0.63
19300526,-0.08,-0.43
19300527,-0.32,0.03
19300528,-0.25,-0.32
19300529,0.81,0.38
19300602,-0.45,0.07
19300603,-0.42,-0.86
19300604,0.05,0.32
19300605,-1.58,-0.99
19300606,-0.71,-0.58
19300607,-2.26,-1.76
19300609,-3.5,-3.99
19300610,-0.01,-0.31
19300611,-2.14,-2.14
19300612,-2.19,-1.97
19300613,1.37,1.67
19300614,-0.56,-0.21
19300616,-6.33,-6.07
19300617,-1.67,-1.67
19300618,-4.82,-5.22
19300619,4.37,4.93
19300620,-0.35,1.05
19300621,-1.5,-1.82
19300623,-0.65,-0.82
19300624,-0.55,0.13
19300625,-2.77,-3.01
19300626,2.66,2.55
19300627,-0.78,-0.54
19300628,-0.05,0.04
19300630,3.77,4.58
19300701,0.71,0.87
19300702,0.42,0.83
19300703,-0.04,-0.09
19300707,-1.57,-1.0
19300708,-0.75,-1.1
19300709,1.59,1.56
19300710,0.48,1.24
19300711,0.13,0.0
19300712,0.66,0.63
19300714,2.18,2.43
19300715,1.66,1.71
19300716,0.65,0.51
19300717,1.61,1.85
19300718,1.22,0.91
19300719,-0.67,-0.42
19300721,-2.88,-1.94
19300722,0.74,-0.02
19300723,1.36,1.73
19300724,-1.05,-0.12
19300725,-0.6,-0.58
19300726,0.31,0.63
19300728,0.18,-0.46
19300729,-1.0,-0.46
19300730,-2.32,-2.05
19300731,-0.26,-0.19
19300801,0.3,0.92
19300802,0.66,0.65
19300804,-0.2,0.23
19300805,0.11,0.15
19300806,-1.08,-1.07
19300807,-0.92,-0.86
19300808,-3.32,-2.53
19300809,-0.74,-0.34
19300811,-0.13,-0.36
19300812,-1.41,-0.94
19300813,-0.5,-0.97
19300814,0.47,0.66
19300815,0.75,0.79
19300816,1.21,1.61
19300818,-0.42,-0.21
19300819,0.57,0.79
19300820,0.15,0.18
19300821,-0.44,-1.21
19300822,-0.07,0.33
19300823,0.96,1.09
19300825,-0.73,-0.35
19300826,0.44,0.15
19300827,0.7,1.14
19300828,-0.57,1.18
19300829,1.38,1.06
19300902,1.03,1.62
19300903,-1.1,-0.86
19300904,-0.84,-0.84
19300905,2.08,2.84
19300906,0.4,0.6
19300908,0.85,1.06
19300909,-0.01,-0.04
19300910,0.35,0.9
19300911,0.38,0.42
19300912,-0.93,-0.93
19300913,-0.37,-0.05
19300915,-1.0,-1.29
19300916,-0.72,-0.43
19300917,0.82,1.12
19300918,-1.08,-1.08
19300919,-2.74,-2.67
19300920,0.57,0.82
19300922,-2.63,-2.24
19300923,-1.08,-1.41
19300924,-2.21,-1.39
19300925,-2.47,-1.6
19300926,-2.68,-3.03
19300927,-1.59,-0.9
19300929,-2.49,-2.49
19300930,-4.47,-4.44
19301001,4.26,4.0
19301002,-0.79,0.18
19301003,0.75,1.29
19301004,0.38,1.39
19301006,-2.01,-1.98
19301007,-2.72,-2.58
19301008,-0.7,-0.64
19301009,-3.39,-2.23
19301010,-3.01,-3.5
19301011,2.71,3.77
19301014,-1.33,-1.02
19301015,2.24,3.31
19301016,-0.59,-0.5
19301017,-2.9,-1.18
19301018,-3.12,-3.25
19301020,1.39,2.55
19301021,-0.88,-0.24
19301022,-2.11,-1.93
19301023,0.81,1.03
19301024,1.47,1.55
19301025,2.13,2.13
19301027,-0.62,-0.69
19301028,0.77,0.92
19301029,0.06,0.27
19301030,-1.22,-0.78
19301031,-2.13,-1.61
19301101,-0.89,-0.63
19301103,0.27,0.22
19301105,-2.62,-1.28
19301106,-1.04,-0.88
19301107,-2.91,-3.95
19301108,-1.08,0.95
19301110,-4.25,-3.06
19301111,0.16,-0.76
19301112,0.18,1.04
19301113,4.32,4.94
19301114,2.51,3.27
19301115,3.02,3.69
19301117,-2.18,-2.17
19301118,0.36,0.99
19301119,1.76,2.5
19301120,1.35,1.12
19301121,0.64,1.67
19301122,0.46,0.13
19301124,-0.4,0.39
19301125,-0.41,-0.4
19301126,-2.23,-1.8
19301128,-0.66,-0.31
19301129,0.75,1.44
19301201,-0.31,-0.81
19301202,1.38,1.41
19301203,-0.79,-0.53
19301204,-1.97,-2.7
19301205,-1.75,-2.21
19301206,-0.17,1.45
19301208,-1.56,-2.02
19301209,-1.07,-1.61
19301210,-2.84,-2.67
19301211,-2.9,-1.15
19301212,-0.26,-0.04
19301213,-2.89,-1.18
19301215,-1.91,-2.13
19301216,-4.7,-3.53
19301217,-0.11,0.88
19301218,3.67,4.77
19301219,1.3,0.8
19301220,1.17,5.04
19301222,-2.42,-2.2
19301223,-1.97,-2.4
19301224,1.33,1.65
19301226,-1.78,-1.07
19301227,-1.37,0.06
19301229,-2.26,-3.11
19301230,1.35,1.81
19301231,4.69,9.18
19310102,3.22,4.85
19310103,4.77,4.8
19310105,0.33,3.5
19310106,1.96,2.17
19310107,1.54,3.42
19310108,1.58,3.76
19310109,1.38,3.04
19310110,0.03,0.07
19310112,-1.17,0.16
19310113,-1.94,-1.11
19310114,1.35,1.85
19310115,-1.46,-1.25
19310116,0.38,0.99
19310117,-0.08,-0.38
19310119,-0.69,-0.99
19310120,1.1,1.54
19310121,0.29,0.14
19310122,0.93,1.68
19310123,2.41,2.68
19310124,-0.14,0.1
19310126,0.16,-0.64
19310127,0.65,0.94
19310128,-0.82,-1.16
19310129,0.44,1.09
19310130,0.66,0.96
19310131,-0.85,-0.83
19310202,0.62,0.71
19310203,0.26,1.46
19310204,0.33,0.6
19310205,-0.84,-0.89
19310206,1.22,1.16
19310207,1.63,1.83
19310209,2.65,2.63
19310210,1.33,2.6
19310211,0.55,1.13
19310213,0.38,0.14
19310214,-0.17,-0.1
19310216,2.22,2.52
19310217,-1.42,-0.58
19310218,0.88,1.15
19310219,1.83,1.48
19310220,2.17,3.42
19310221,1.68,1.85
19310224,0.73,0.9
19310225,-0.73,0.02
19310226,1.26,1.19
19310227,1.06,1.98
19310228,-0.68,-0.52
19310302,-0.84,-0.08
19310303,-1.37,-0.69
19310304,-0.71,-1.25
19310305,1.29,1.32
19310306,-0.57,-0.28
19310307,-0.02,0.09
19310309,1.77,1.46
19310310,-0.11,0.28
19310311,-0.94,-1.19
19310312,-0.97,-0.67
19310313,-1.44,-1.56
19310314,1.13,1.2
19310316,1.03,0.94
19310317,-0.59,-0.02
19310318,0.52,-0.15
19310319,2.28,2.92
19310320,0.56,1.49
19310321,-0.01,0.3
19310323,-0.5,-0.09
19310324,0.11,0.55
19310325,-0.37,-0.79
19310326,-0.25,0.46
19310327,-1.75,-1.47
19310328,-2.1,-1.81
19310330,-1.89,-1.77
19310331,0.34,-0.08
19310401,-0.96,-0.59
19310402,-0.68,-0.44
19310404,1.07,1.36
19310406,0.04,-0.09
19310407,-1.45,-1.45
19310408,0.14,-0.06
19310409,-0.21,0.08
19310410,0.45,0.39
19310411,0.17,-0.26
19310413,-0.05,0.32
19310414,-0.34,-0.23
19310415,-2.36,-1.87
19310416,-1.88,-1.91
19310417,-1.42,-0.74
19310418,-0.31,-0.5
19310420,-0.22,0.3
19310421,-1.23,-1.21
19310422,-1.93,-1.45
19310423,-1.71,-1.94
19310424,0.19,0.35
19310425,-1.83,-1.11
19310427,-3.81,-3.21
19310428,-1.73,-1.33
19310429,-1.16,-0.66
19310430,2.65,2.05
19310501,0.94,2.57
19310502,-0.82,0.14
19310504,1.13,0.46
19310505,-0.24,-0.6
19310506,0.01,0.15
19310507,-0.55,-0.56
19310508,1.73,1.63
19310509,1.36,1.91
19310511,-0.32,-0.84
19310512,-0.82,-0.2
19310513,-0.48,-0.31
19310514,-1.51,-1.46
19310515,-1.68,-1.48
19310516,0.1,0.2
19310518,-3.06,-2.72
19310519,-2.69,-2.57
19310520,0.63,0.32
19310521,-1.31,-0.68
19310522,0.41,0.87
19310523,0.69,-0.07
19310525,-2.18,-1.67
19310526,-1.09,-0.76
19310527,-1.13,-1.32
19310528,-0.15,-0.39
19310529,-1.31,-0.5
19310601,-3.75,-2.0
19310602,-1.75,-1.24
19310603,1.9,1.92
19310604,5.78,6.08
19310605,1.11,2.66
19310606,0.38,0.61
19310608,-0.04,0.26
19310609,0.68,0.74
19310610,-0.36,-0.88
19310611,0.86,0.71
19310612,0.52,0.95
19310613,0.84,0.81
19310615,0.03,-0.34
19310616,0.36,0.64
19310617,-0.8,-0.4
19310618,-1.03,-0.81
19310619,0.08,-0.26
19310620,1.79,2.24
19310622,3.8,3.8
19310623,0.57,1.71
19310624,3.25,4.93
19310625,1.68,1.81
19310626,2.0,2.32
19310627,0.31,1.4
19310629,-1.62,-0.69
19310630,-1.03,-0.8
19310701,0.0,0.22
19310702,0.02,0.27
19310703,2.2,1.61
19310706,-1.05,-0.32
19310707,-2.98,-2.67
19310708,-0.79,0.35
19310709,0.31,-0.38
19310710,1.42,1.34
19310711,-0.27,0.12
19310713,-2.32,-1.82
19310714,-0.98,-0.59
19310715,-2.85,-2.37
19310716,1.2,1.86
19310717,1.66,1.38
19310718,0.25,0.41
19310720,0.97,0.72
19310721,0.84,0.87
19310722,-1.48,-1.21
19310723,-0.22,0.3
19310724,-1.3,-1.29
19310725,0.4,0.57
19310727,-0.78,-0.37
19310728,0.6,0.51
19310729,-0.93,-0.63
19310730,-0.22,-0.35
19310731,0.4,0.64
19310801,0.4,0.74
19310803,-0.64,-0.91
19310804,-1.21,-0.69
19310805,-1.07,-0.02
19310806,-0.69,-0.53
19310807,0.19,0.07
19310808,0.69,1.53
19310810,-1.37,-1.91
19310811,1.38,1.99
19310812,0.08,0.75
19310813,0.0,-0.25
19310814,0.82,1.17
19310815,1.0,1.17
19310817,-0.36,-0.88
19310818,-0.65,-0.1
19310819,0.55,1.26
19310820,-0.1,-0.27
19310821,-1.43,-0.49
19310822,-0.52,-0.31
19310824,-0.97,-0.7
19310825,0.23,-0.87
19310826,-0.75,0.32
19310827,0.12,0.63
19310828,-0.01,0.23
19310829,0.41,0.85
19310831,-0.44,0.2
19310901,-0.61,-0.05
19310902,-1.36,-1.0
19310903,-2.51,-2.27
19310904,-0.39,0.21
19310908,-2.9,-2.55
19310909,-1.86,-1.44
19310910,-0.49,0.26
19310911,-1.23,-0.37
19310912,1.04,1.1
19310914,-4.74,-3.73
19310915,-2.53,-1.65
19310916,-1.36,-0.17
19310917,-0.18,1.31
19310918,-3.56,-3.28
19310919,-3.64,-1.08
19310921,-4.36,-2.66
19310922,-1.26,-0.3
19310923,5.56,5.16
19310924,-1.22,0.58
19310925,-2.62,-1.45
19310926,2.43,2.02
19310928,-2.98,-1.87
19310929,-3.74,-3.37
19310930,-4.61,-3.81
19311001,-5.17,-3.01
19311002,1.72,2.5
19311003,0.88,1.53
19311005,-8.09,-6.59
19311006,4.71,5.34
19311007,4.43,5.93
19311008,5.08,5.92
19311009,2.76,3.44
19311010,2.37,4.24
19311013,-2.84,-2.7
19311014,-2.21,-1.69
19311015,1.03,0.34
19311016,-0.26,-0.25
19311017,0.18,2.91
19311019,0.72,0.39
19311020,3.12,3.8
19311021,1.7,2.14
19311022,-2.47,-0.79
19311023,0.08,0.58
19311024,1.33,1.3
19311026,-0.84,0.17
19311027,-1.89,-1.58
19311028,-0.84,-0.48
19311029,-0.09,0.0
19311030,0.96,1.15
19311031,1.52,1.7
19311102,1.34,1.98
19311104,0.69,0.01
19311105,0.85,2.27
19311106,2.25,2.45
19311107,2.9,2.29
19311109,2.59,2.99
19311110,-2.84,-2.37
19311111,0.25,1.01
19311112,-0.28,0.32
19311113,-2.39,-2.06
19311114,-0.58,-0.48
19311116,-1.69,-1.78
19311117,0.04,0.13
19311118,-2.08,-1.3
19311119,-1.61,-1.98
19311120,-1.87,-1.19
19311121,1.08,2.5
19311123,-1.41,-1.72
19311124,-0.07,0.69
19311125,-1.45,-0.82
19311127,-2.92,-2.02
19311128,-1.46,-0.86
19311130,0.37,0.61
19311201,-0.34,0.25
19311202,-2.29,-0.65
19311203,-2.45,-3.08
19311204,-1.14,-0.03
19311205,1.24,2.01
19311207,-2.42,-1.8
19311208,-0.59,-0.44
19311209,-3.21,-2.62
19311210,-3.86,-4.32
19311211,-2.85,-0.52
19311212,-0.67,2.95
19311214,-3.45,-4.23
19311215,-4.7,-3.12
19311216,0.66,2.48
19311217,-4.92,-3.05
19311218,4.0,4.7
19311219,6.82,8.38
19311221,-2.01,-1.44
19311222,-2.14,-1.19
19311223,-2.65,0.01
19311224,1.71,2.25
19311228,-4.17,-2.11
19311229,-2.78,-1.79
19311230,-1.37,-0.54
19311231,9.52,12.76
19320102,3.41,8.21
19320104,-2.82,-0.54
19320105,-1.36,-0.18
19320106,5.15,6.1
19320107,0.92,2.87
19320108,2.56,1.65
19320109,1.58,3.6
19320111,1.2,3.14
19320112,-0.51,0.36
19320113,3.69,4.66
19320114,0.24,1.69
19320115,1.01,0.73
19320116,0.48,1.43
19320118,-1.37,-0.09
19320119,-0.71,2.25
19320120,-1.13,0.36
19320121,-0.25,1.17
19320122,-0.47,-0.15
19320123,-1.16,-1.08
19320125,0.5,3.25
19320126,-0.95,-1.15
19320127,-1.83,-1.17
19320128,0.5,0.28
19320129,-0.52,0.04
19320130,0.38,1.18
19320201,1.93,1.66
19320202,-0.99,-0.16
19320203,-0.84,1.39
19320204,-0.8,-0.5
19320205,-0.54,-0.33
19320206,-0.61,0.75
19320208,-1.21,-1.29
19320209,-0.93,-0.91
19320210,0.32,0.6
19320211,3.07,3.59
19320213,3.87,4.14
19320215,0.22,1.04
19320216,1.69,1.61
19320217,-0.41,0.34
19320218,-0.14,0.16
19320219,1.33,1.51
19320220,-1.27,-0.29
19320223,-1.45,-1.16
19320224,-0.34,0.25
19320225,-0.08,0.88
19320226,-0.34,-0.53
19320227,0.97,1.11
19320229,0.85,0.27
19320301,-1.24,0.48
19320302,1.05,0.27
19320303,0.98,2.03
19320304,0.13,0.76
19320305,1.7,1.41
19320307,0.57,0.24
19320308,1.05,1.85
19320309,-0.6,0.04
19320310,-1.45,-0.61
19320311,-1.49,-0.7
19320312,0.07,0.12
19320314,-1.84,-1.53
19320315,-1.16,-0.62
19320316,-0.57,-0.45
19320317,-0.91,-0.93
19320318,0.82,1.91
19320319,-1.34,-0.11
19320321,-0.67,-1.09
19320322,-0.44,0.81
19320323,-1.55,-1.68
19320324,-0.45,0.59
19320326,-1.42,0.35
19320328,-1.28,-0.04
19320329,-1.04,-0.13
19320330,-0.15,-0.01
19320331,-1.96,-0.57
19320401,-2.2,-1.92
19320402,-1.27,0.77
19320404,-2.53,-2.51
19320405,-2.56,-0.68
19320406,-1.76,-0.31
19320407,-1.26,-1.5
19320408,-3.69,-2.3
19320409,1.75,2.07
19320411,-2.11,-0.55
19320412,-1.97,1.11
19320413,-0.72,0.56
19320414,-0.96,-0.6
19320415,3.05,4.12
19320416,0.88,1.26
19320418,0.36,0.78
19320419,-1.79,-1.15
19320420,-2.54,-0.45
19320421,1.26,2.12
19320422,-1.37,-0.19
19320423,-0.43,1.17
19320425,0.15,-0.01
19320426,0.46,1.43
19320427,0.81,0.44
19320428,-1.54,-0.83
19320429,-2.14,-0.04
19320430,0.11,-0.31
19320502,-0.9,-0.06
19320503,-0.63,0.19
19320504,-0.85,0.48
19320505,-0.02,1.18
19320506,2.06,0.95
19320507,0.18,2.71
19320509,1.49,2.19
19320510,-1.67,-0.88
19320511,0.04,1.02
19320512,-1.3,-1.04
19320513,0.01,0.09
19320514,-0.39,0.42
19320516,-0.9,2.64
19320517,0.89,-0.56
19320518,-0.42,2.0
19320519,-2.29,-1.0
19320520,-0.49,0.72
19320521,0.05,0.35
19320523,0.47,0.78
19320524,-2.0,0.03
19320525,-5.92,-5.68
19320526,-2.2,-0.55
19320527,-0.14,2.6
19320528,0.11,2.35
19320531,-1.63,-0.71
19320601,-1.46,-0.16
19320602,-0.06,2.12
19320603,3.17,5.77
19320604,3.21,4.3
19320606,-0.59,1.38
19320607,0.04,1.62
19320608,-1.54,0.46
19320609,-3.87,-2.5
19320610,1.64,2.75
19320611,2.07,2.52
19320613,0.51,1.86
19320614,0.56,0.97
19320615,1.67,2.37
19320616,2.02,2.64
19320617,-2.15,-1.62
19320618,0.88,2.39
19320620,-0.46,-1.56
19320621,-1.74,-0.19
19320622,-2.37,-1.94
19320623,0.27,1.27
19320624,-0.05,-1.26
19320625,0.53,3.26
19320627,-1.26,-0.69
19320628,-1.05,-0.72
19320629,0.81,0.95
19320630,-1.95,-1.24
19320701,4.47,5.09
19320705,-1.75,-0.35
19320706,0.91,2.6
19320707,1.19,0.79
19320708,-0.35,0.15
19320709,0.68,1.31
19320711,0.98,1.7
19320712,0.18,0.26
19320713,2.62,2.47
19320714,1.46,2.67
19320715,0.49,1.2
19320716,3.39,3.46
19320718,-0.95,-0.28
19320719,-0.59,-1.04
19320720,2.0,2.81
19320721,2.41,2.98
19320722,4.36,5.13
19320723,1.07,1.08
19320725,6.08,5.62
19320726,1.97,3.01
19320727,4.03,3.25
19320728,3.3,5.78
19320729,0.39,3.53
19320730,3.13,3.42
19320801,3.17,3.75
19320802,-0.16,1.44
19320803,1.55,3.69
19320804,2.82,2.98
19320805,3.5,4.82
19320806,5.33,6.7
19320808,5.15,6.34
19320809,2.66,5.18
19320810,6.23,8.89
19320811,1.84,4.99
19320812,-1.01,1.77
19320813,-2.54,-0.55
19320815,3.28,3.09
19320816,5.23,5.73
19320817,-3.53,-1.79
19320818,0.09,0.78
19320819,1.21,1.09
19320820,-0.37,0.49
19320822,6.14,5.6
19320823,4.21,4.32
19320824,4.99,5.26
19320825,3.98,5.02
19320826,1.57,2.39
19320827,4.77,7.18
19320829,3.87,4.19
19320830,1.38,2.68
19320831,-3.99,-2.25
19320901,3.11,4.53
19320902,4.26,4.33
19320903,1.3,1.12
19320906,1.72,2.91
19320907,1.06,1.34
19320908,0.19,0.44
19320909,-2.77,-1.34
19320910,-1.49,0.03
19320912,-7.05,-5.3
19320913,-8.93,-7.79
19320914,-2.52,-1.44
19320915,-1.97,-2.47
19320916,3.6,3.89
19320917,-1.4,-0.26
19320919,-1.45,-1.4
19320920,-0.59,-0.61
19320921,10.1,9.0
19320922,1.03,3.42
19320923,-1.53,-1.87
19320924,1.09,1.32
19320926,-2.7,-2.38
19320927,-0.92,0.34
19320928,-0.71,-0.29
19320929,-2.34,-2.22
19320930,-2.86,-2.34
19321001,1.83,2.28
19321003,-2.05,-1.68
19321004,-0.37,-0.43
19321005,-5.47,-4.17
19321006,-4.01,-0.35
19321007,-4.3,-3.78
19321008,-3.68,-2.62
19321010,-3.96,-2.83
19321011,0.64,2.44
19321013,0.41,1.61
19321014,3.11,3.0
19321015,2.5,2.9
19321017,-2.19,-2.2
19321018,0.4,0.97
19321019,0.63,1.91
19321020,-0.25,0.28
19321021,-3.11,-3.1
19321022,0.52,1.46
19321024,-1.83,-1.19
19321025,-0.56,0.65
19321026,0.58,1.52
19321027,0.57,1.43
19321028,0.12,0.13
19321029,0.15,1.16
19321031,-2.06,-2.05
19321101,-1.75,-0.91
19321102,-3.22,-1.97
19321103,-3.19,-0.87
19321104,3.96,3.57
19321105,2.03,3.77
19321107,3.21,3.13
19321109,-2.26,-1.45
19321110,2.83,3.43
19321111,3.99,3.58
19321112,3.08,2.53
19321114,-1.57,-0.83
19321115,-3.16,-2.73
19321116,-0.67,0.79
19321117,-3.04,-1.78
19321118,0.77,0.85
19321119,0.74,0.83
19321121,-1.01,-0.7
19321122,-1.6,-1.28
19321123,-2.95,-1.6
19321125,-1.7,-1.9
19321126,0.95,1.95
19321128,-1.72,-1.44
19321129,-1.37,-0.72
19321130,-3.23,-2.22
19321201,-0.63,0.27
19321202,-0.11,0.19
19321203,-1.74,-1.27
19321205,-0.5,0.02
19321206,-0.3,0.99
19321207,1.33,1.05
19321208,-0.75,2.97
19321209,-0.35,0.91
19321210,-0.41,-0.01
19321212,-0.38,0.65
19321213,-2.96,-2.32
19321214,-1.84,0.0
19321215,1.26,3.85
19321216,-1.74,-0.72
19321217,0.3,1.57
19321219,-2.63,-1.07
19321220,-3.0,-1.77
19321221,-1.04,1.14
19321222,-3.47,-1.56
19321223,-2.01,-0.22
19321224,2.06,3.76
19321227,-3.75,-1.84
19321228,1.87,4.07
19321229,-3.97,-1.43
19321230,8.69,13.48
19321231,7.19,11.32
19330103,0.56,1.29
19330104,0.99,2.51
19330105,4.53,4.47
19330106,1.07,3.46
19330109,-0.4,0.37
19330110,2.63,1.97
19330111,0.71,2.21
19330112,-1.05,-0.43
19330113,-1.22,-0.46
19330114,-0.32,0.73
19330116,-0.18,-1.13
19330117,-1.8,-0.01
19330118,-0.8,-0.26
19330119,0.35,0.12
19330120,0.01,0.37
19330121,-0.04,1.69
19330123,-1.41,-1.51
19330124,-0.15,1.8
19330125,1.36,1.01
19330126,-1.85,0.3
19330127,-1.13,-0.78
19330128,1.1,1.68
19330130,-1.16,-0.63
19330131,-0.09,0.66
19330201,-1.09,0.25
19330202,-2.98,-2.38
19330203,0.63,2.12
19330204,-0.22,0.86
19330206,-0.46,0.18
19330207,0.46,0.34
19330208,0.64,0.88
19330209,2.78,2.48
19330210,-0.9,-0.71
19330211,0.49,0.65
19330214,-5.27,-3.57
19330215,0.61,1.09
19330216,-2.27,0.07
19330217,1.11,1.04
19330218,1.13,1.87
19330220,-3.85,-2.92
19330221,-0.82,-0.28
19330223,-2.98,0.94
19330224,-0.73,-0.17
19330225,-2.56,-1.1
19330227,-4.74,-3.54
19330228,-0.43,-0.28
19330301,2.98,4.13
19330302,-2.31,-1.39
19330303,1.95,1.96
19330315,19.5,19.8
19330316,12.21,13.3
19330317,-3.15,-1.51
19330318,-1.12,-0.26
19330320,-0.63,-0.65
19330321,-5.27,-3.36
19330322,-2.86,-1.52
19330323,1.89,1.22
19330324,-0.57,0.66
19330325,0.42,0.33
19330327,-2.32,-2.54
19330328,-0.44,0.96
19330329,-2.11,-1.74
19330330,-1.43,-0.4
19330331,-1.01,0.23
19330401,-0.82,0.69
19330403,-1.06,0.09
19330404,0.34,2.0
19330405,2.36,2.99
19330406,3.38,3.24
19330407,0.71,2.64
19330408,1.18,1.93
19330410,3.58,3.99
19330411,0.19,1.2
19330412,-2.86,-1.49
19330413,1.6,2.08
19330415,1.91,2.52
19330417,-0.53,-0.92
19330418,3.33,2.61
19330419,9.08,8.3
19330420,9.67,11.59
19330421,-1.44,2.34
19330422,1.04,0.89
19330424,6.09,8.48
19330425,-1.76,-0.22
19330426,1.1,1.46
19330427,-0.49,1.12
19330428,-2.35,-1.45
19330429,8.94,8.02
19330501,3.57,3.93
19330502,2.46,2.97
19330503,0.65,2.24
19330504,4.46,4.78
19330505,4.25,6.28
19330506,-1.64,0.65
19330508,0.17,1.35
19330509,-2.05,-2.37
19330510,7.67,8.16
19330511,6.58,7.65
19330512,2.13,3.97
19330513,0.78,2.39
19330515,3.26,3.83
19330516,5.25,6.23
19330517,4.32,7.17
19330518,1.48,2.92
19330519,1.08,2.19
19330520,-2.92,-2.18
19330522,-1.81,-1.55
19330523,6.45,5.69
19330524,4.34,4.22
19330525,-1.34,0.27
19330526,3.21,3.45
19330527,4.75,4.57
19330529,4.5,5.68
19330531,1.48,2.44
19330601,3.51,4.31
19330602,6.32,8.9
19330603,-0.23,0.55
19330605,3.82,6.04
19330606,2.06,3.97
19330607,2.97,4.81
19330608,0.2,0.56
19330609,-0.47,0.24
19330610,0.22,1.05
19330612,3.03,4.08
19330613,-2.57,-1.82
19330614,-5.63,-6.25
19330615,-6.41,-5.94
19330616,-4.62,-4.38
19330617,6.24,6.47
19330619,13.54,13.75
19330620,0.15,0.94
19330621,1.6,2.65
19330622,-4.48,-3.84
19330623,1.55,1.64
19330624,2.0,1.52
19330626,3.16,2.87
19330627,1.55,1.19
19330628,-2.9,-2.79
19330629,-1.03,-0.51
19330630,2.13,1.95
19330701,4.01,3.67
19330703,4.92,5.13
19330705,0.06,0.74
19330706,4.52,4.96
19330707,1.74,1.49
19330708,1.15,1.46
19330710,-0.22,0.48
19330711,0.3,1.24
19330712,0.13,0.37
19330713,1.93,1.97
19330714,-0.67,-0.29
19330715,0.42,0.79
19330717,3.56,3.83
19330718,0.81,0.6
19330719,-6.24,-5.5
19330720,-8.71,-7.83
19330721,-15.33,-16.05
19330722,-4.35,-3.92
19330724,11.52,13.77
19330725,3.13,4.33
19330726,2.29,2.02
19330727,1.66,2.04
19330728,-1.71,-1.7
19330731,-7.0,-6.44
19330801,2.24,2.14
19330802,2.09,2.12
19330803,-0.27,0.08
19330804,-1.24,-1.16
19330807,-2.44,-2.28
19330808,1.5,1.33
19330809,4.56,4.86
19330810,0.23,0.62
19330811,-1.36,-1.12
19330814,-2.48,-1.63
19330815,0.89,1.24
19330816,-3.03,-2.69
19330817,3.23,2.25
19330818,0.3,1.17
19330821,1.52,1.7
19330822,1.08,0.9
19330823,-0.25,0.11
19330824,-0.93,-1.2
19330825,2.96,2.92
19330828,-0.37,-0.37
19330829,-2.02,-0.22
19330830,-0.72,-0.84
19330831,0.34,0.71
19330901,1.09,1.43
19330905,-2.12,-1.79
19330906,-2.03,-2.02
19330907,-0.9,-0.49
19330908,-0.89,-1.13
19330909,0.04,0.29
19330911,2.59,2.16
19330912,0.78,0.78
19330913,0.54,0.54
19330914,-0.21,0.21
19330915,-2.64,-2.48
19330916,2.12,1.78
19330918,-0.33,-0.66
19330919,-0.12,-0.37
19330920,-2.8,-2.66
19330921,-7.76,-7.13
19330922,-1.51,-1.57
19330923,3.71,4.24
19330925,-1.89,-1.59
19330926,0.24,0.15
19330927,-3.85,-3.32
19330928,-1.5,-1.75
19330929,0.43,0.4
19330930,-0.98,-0.54
19331002,0.0,0.04
19331003,-0.75,-0.44
19331004,4.18,4.21
19331005,0.23,0.51
19331006,-1.11,-0.88
19331007,0.13,0.41
19331009,1.01,1.37
19331010,-0.41,0.33
19331011,-0.27,-0.18
19331013,-2.81,-2.3
19331014,-0.43,-0.44
19331016,-7.4,-7.07
19331017,-1.1,-1.32
19331018,-3.54,-3.06
19331019,-6.36,-5.81
19331020,0.42,-0.28
19331021,-0.33,1.2
19331023,5.3,5.06
19331024,3.78,4.44
19331025,4.78,5.58
19331026,-1.5,-0.33
